name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-336,NO,1,0,0,0,0,0,0
GENE-337,NO,1,0,0,0,0,0,0
GENE-338,NO,1,0,0,0,0,0,0
GENE-339,NO,1,0,0,0,0,0,0
GENE-340,NO,1,0,0,0,0,0,0
GENE-341,NO,1,0,1,2,0,0,0
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,0,0,0,0,0,0
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,0,0,0,0,0,0
GENE-346,NO,1,0,0,0,0,0,0
GENE-347,NO,1,594,471,763,411,385,351
GENE-348,NO,1,0,0,1,0,1,0
GENE-350,NO,1,0,0,0,0,0,0
GENE-351,NO,1,0,0,0,0,0,0
GENE-352,NO,1,0,0,0,0,0,0
GENE-353,NO,1,0,0,1,0,0,1
GENE-354,NO,1,0,0,0,0,0,0
GENE-355,NO,1,0,0,0,0,0,0
GENE-356,NO,1,0,0,0,0,0,0
GENE-357,NO,1,0,0,0,0,0,0
GENE-358,NO,1,0,0,0,0,0,0
GENE-359,NO,1,0,0,0,0,0,0
GENE-360,NO,1,16,25,34,37,29,23
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,2,5,1,0,2,2
GENE-363,NO,1,122,87,123,116,108,117
GENE-365,NO,1,0,0,0,0,0,0
GENE-366,NO,1,0,0,0,0,0,0
GENE-367,YES,1,0,0,0,0,0,0
GENE-368,NO,1,140,107,68,60,73,43
GENE-369,NO,1,0,0,0,0,0,0
GENE-370,NO,1,0,0,0,0,0,0
GENE-371,NO,1,12,28,20,10,24,10
GENE-372,NO,1,130,93,100,83,66,129
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,YES,1,0,0,0,0,0,0
GENE-375,NO,1,0,0,0,0,0,0
GENE-376,NO,1,27,34,30,31,20,24
GENE-377,NO,1,2924,3211,3188,3406,3183,3120
GENE-378,NO,1,1727,1758,1256,1457,1334,1497
GENE-379,NO,1,0,0,0,0,0,0
GENE-380,NO,1,0,0,0,0,0,0
GENE-381,NO,1,1,0,1,0,0,0
GENE-382,NO,1,0,0,0,0,0,0
GENE-383,NO,1,0,0,0,0,0,0
GENE-384,NO,1,6,9,2,2,9,8
GENE-385,NO,1,14,19,4,18,12,2
GENE-386,NO,1,0,0,0,0,0,0
GENE-387,NO,1,40,119,103,65,87,66
GENE-388,NO,1,0,0,0,0,0,0
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,0,0,0,0,0,0
GENE-391,NO,1,11,9,3,3,6,0
GENE-392,NO,1,305,365,304,295,302,330
GENE-393,NO,1,0,0,0,0,0,0
GENE-394,NO,1,401,356,341,316,355,429
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,0,14,2,10,20,4
GENE-397,NO,1,1,0,0,0,0,0
GENE-398,NO,1,84,90,82,107,92,74
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,7,5,2,8,8,8
GENE-401,NO,1,0,0,0,0,0,0
GENE-402,NO,1,10,18,29,28,11,16
GENE-403,NO,1,16,22,15,28,13,20
GENE-404,NO,1,11,11,26,10,22,14
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,NO,1,0,0,0,0,0,0
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,1,1,0,0
GENE-409,NO,1,331,424,532,237,199,263
GENE-410,YES,1,0,0,0,0,0,0
GENE-411,NO,1,0,0,0,0,0,0
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,0,0,0,0,0,0
GENE-415,NO,1,0,0,0,0,0,0
GENE-416,NO,1,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,0,0,0,0,0,0
GENE-419,YES,1,1,2,0,4,6,2
GENE-420,NO,1,24,20,33,19,27,26
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,0,0,0,0,0,0
GENE-423,NO,1,0,0,0,0,0,0
GENE-424,NO,1,6876,4544,2783,473,5243,845
GENE-425,NO,1,0,0,0,0,0,0
GENE-426,NO,1,1,1,0,1,0,0
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,1012,1514,15,823,86,463
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,10,9,8,13,12,2
GENE-432,NO,1,0,0,0,0,0,0
GENE-433,NO,1,0,0,0,0,0,0
GENE-434,NO,1,0,0,0,0,0,0
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,48,42,22,70,46,5
GENE-437,NO,1,73,51,60,52,64,56
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,136,237,183,159,144,184
GENE-440,YES,1,0,0,0,0,0,0
GENE-441,NO,1,7,12,11,9,7,11
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,135,111,153,151,152,172
GENE-444,NO,1,42,25,32,9,13,36
GENE-445,NO,1,19,16,20,30,26,22
GENE-446,NO,1,0,0,0,0,0,0
GENE-447,NO,1,28,25,58,20,36,21
GENE-448,NO,1,19,32,16,19,18,24
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,1,4,4,2,1,4
GENE-452,NO,1,0,1,2,0,0,0
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,NO,1,0,0,0,0,0,0
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,NO,1,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,7,38,27,18,27,23
GENE-460,NO,1,1,0,0,1,3,0
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,NO,1,19,20,26,13,30,21
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,0,0,0,0,0,0
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,65,66,48,35,38,83
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,NO,1,162,138,154,147,158,145
GENE-470,NO,1,0,0,0,0,0,0
GENE-472,NO,1,1959,1932,2437,2499,1912,2701
GENE-473,NO,1,0,0,0,0,0,0
GENE-475,NO,1,0,0,0,0,0,0
GENE-476,NO,1,0,0,0,0,0,0
GENE-477,NO,1,2,4,30,0,1,5
GENE-478,NO,1,0,0,0,0,0,0
GENE-479,NO,1,584,142,140,225,869,497
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,0,0,0,0,0,0
GENE-482,NO,1,42,35,28,29,40,56
GENE-483,NO,1,0,0,0,0,0,0
GENE-484,NO,1,0,0,0,0,0,0
GENE-485,NO,1,0,0,0,0,0,0
GENE-486,NO,1,0,0,0,0,0,0
GENE-487,NO,1,0,0,0,0,0,0
GENE-488,YES,1,0,0,0,0,0,0
GENE-489,NO,1,353,395,337,400,497,394
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,0,0,0,0,0,0
GENE-492,NO,1,0,0,0,0,0,0
GENE-493,NO,1,0,0,0,0,0,0
GENE-494,NO,1,2953,3967,2435,3634,3225,3197
GENE-495,NO,1,1,0,1,3,1,1
GENE-496,NO,1,0,0,0,0,0,0
GENE-497,NO,1,0,0,0,0,0,0
GENE-498,NO,1,19,6,23,11,9,17
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,0,0,0,0,0,0
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,0,0,0,0,0,0
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,0,0,0,0,0,0
GENE-505,YES,1,0,1,0,0,0,0
GENE-506,NO,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-509,NO,1,0,0,0,0,0,0
GENE-510,NO,1,1,0,0,0,1,2
GENE-511,NO,1,0,1,2,3,1,4
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,0,0,0,0,0,0
GENE-515,NO,1,0,0,0,0,0,0
GENE-516,NO,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,1,0,0
GENE-518,NO,1,0,0,0,0,0,0
GENE-519,NO,1,0,0,0,0,0,0
GENE-520,NO,1,199,209,181,209,177,194
GENE-521,NO,1,75,67,67,44,70,58
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,133,108,124,92,126,136
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,0,1,0,0,1,1
GENE-526,NO,1,494,373,385,350,302,392
GENE-527,NO,1,0,0,0,0,0,0
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,1,0,2,1,3,2
GENE-530,NO,1,0,0,0,0,0,0
GENE-531,YES,1,0,0,0,0,0,0
GENE-532,NO,1,0,0,0,0,0,0
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,0,0,0,0,0,0
GENE-535,NO,1,45,71,61,63,41,62
GENE-536,NO,1,28,29,14,41,19,24
GENE-538,NO,1,4,5,8,6,3,2
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,1,0,1,10,0,3
GENE-542,YES,1,0,0,0,0,0,0
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,829,842,839,963,816,632
GENE-547,NO,1,0,0,0,0,0,0
GENE-548,NO,1,0,0,0,0,0,0
GENE-549,YES,1,0,0,0,0,0,0
GENE-550,NO,1,0,0,0,0,0,0
GENE-551,NO,1,0,0,0,0,0,0
GENE-552,NO,1,141,154,156,129,116,114
GENE-553,NO,1,0,0,0,0,0,0
GENE-554,NO,1,6,11,4,5,7,8
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,23,28,22,21,33,21
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,724,736,494,815,648,445
GENE-560,NO,1,20,24,22,30,15,23
GENE-561,NO,1,0,0,0,0,0,0
GENE-562,NO,1,0,0,0,0,0,0
GENE-563,NO,1,0,0,0,0,0,0
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,NO,1,0,0,0,0,0,0
GENE-567,NO,1,63,56,32,35,37,53
GENE-568,NO,1,7,6,9,9,5,6
GENE-569,NO,1,0,0,0,0,0,0
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,NO,1,441,372,396,337,378,378
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,348,199,305,279,203,208
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,29,59,44,26,27,39
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,171,444,318,248,531,375
GENE-579,NO,1,0,0,0,0,0,0
GENE-580,NO,1,0,0,0,0,0,0
GENE-581,NO,1,0,0,0,0,0,0
GENE-582,NO,1,0,0,0,0,0,0
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,0,0,0,0,0,0
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,0,0,0,0,0,0
GENE-587,NO,1,0,0,0,0,0,0
GENE-588,NO,1,0,0,0,0,0,0
GENE-589,NO,1,0,0,0,0,0,0
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,160,156,184,157,168,123
GENE-592,NO,1,0,0,0,0,0,0
GENE-593,NO,1,57,71,72,45,51,67
GENE-594,NO,1,2,6,1,3,3,2
GENE-595,YES,1,0,0,0,0,0,0
GENE-596,NO,1,0,0,0,0,0,0
GENE-597,NO,1,0,0,0,0,0,0
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,6,20,20,9,10,16
GENE-600,NO,1,0,0,0,0,0,0
GENE-601,NO,1,11,17,12,13,18,19
GENE-602,NO,1,0,1,0,0,1,0
GENE-603,NO,1,7,2,5,2,7,5
GENE-604,NO,1,0,0,0,0,0,0
GENE-605,NO,1,0,0,0,0,0,0
GENE-606,NO,1,0,0,0,0,0,0
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,YES,1,0,0,0,0,0,0
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,0,0,0,0,0,0
GENE-611,NO,1,9,11,7,4,4,4
GENE-612,NO,1,0,0,0,0,0,0
GENE-613,NO,1,0,0,0,0,0,0
GENE-614,NO,1,22,21,19,18,23,15
GENE-615,NO,1,1684,1416,1708,1580,1385,1742
GENE-616,NO,1,0,0,0,0,0,0
GENE-617,NO,1,0,0,0,0,0,0
GENE-618,NO,1,142,119,162,122,136,140
GENE-619,NO,1,0,0,0,0,0,0
GENE-620,NO,1,0,0,0,0,0,0
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,0,0,0,0,0,0
GENE-623,NO,1,42,71,100,88,74,64
GENE-624,NO,1,0,0,0,0,0,0
GENE-625,NO,1,22,26,21,22,27,32
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,600,705,584,491,759,547
GENE-629,NO,1,12,15,6,18,9,17
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,8,4,9,6,5,4
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,1494,3005,3333,2332,2961,2701
GENE-637,NO,1,0,0,0,0,0,0
GENE-638,NO,1,0,0,0,0,0,0
GENE-639,NO,1,0,0,0,0,0,0
GENE-640,NO,1,146,132,148,145,143,145
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,0,0,0,0,0,0
GENE-643,YES,1,0,0,0,0,0,0
GENE-644,NO,1,0,0,1,1,0,0
GENE-645,NO,1,0,0,0,0,0,0
GENE-646,NO,1,0,0,0,0,0,0
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,1,0,1,1,1,0
GENE-649,NO,1,2,7,3,4,3,8
GENE-650,NO,1,0,0,0,0,0,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,6,3,7,3,2
GENE-654,NO,1,20,27,19,33,19,32
GENE-655,NO,1,0,0,0,0,0,0
GENE-656,NO,1,0,0,0,0,0,0
GENE-657,NO,1,0,0,0,0,0,0
GENE-658,NO,1,4,3,1,1,3,2
GENE-659,NO,1,0,0,0,0,0,0
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,1,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,3,5,12,8,2,6
GENE-664,NO,1,0,0,0,0,0,0
GENE-665,NO,1,2,2,0,0,0,1
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,66,33,68,55,79,82
GENE-668,NO,1,318,315,306,384,286,295
GENE-669,NO,1,0,0,0,0,0,0
GENE-670,NO,1,8,18,11,9,24,19
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,0,0,0,0,0,0
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,NO,1,0,0,0,0,0,0
GENE-676,NO,1,13,7,7,10,9,10
GENE-677,NO,1,2,1,1,1,1,1
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,YES,1,0,0,0,0,0,0
GENE-680,NO,1,10,13,13,7,8,14
GENE-681,NO,1,0,0,0,0,0,0
GENE-682,NO,1,0,0,0,0,0,0
GENE-683,NO,1,3,0,1,1,2,1
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,163,282,446,703,139,131
GENE-686,NO,1,0,0,0,0,0,0
GENE-687,NO,1,0,0,0,0,0,0
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,0,0,0,0,0,0
GENE-690,NO,1,461,1014,1613,1195,1048,1860
GENE-691,NO,1,0,0,0,0,0,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,0,0,0,0,0
GENE-694,NO,1,8,4,6,5,3,8
GENE-695,NO,1,0,0,0,0,0,0
GENE-696,NO,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,6,3,4,8,7,11
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,0,0,0,0,0,0
GENE-706,NO,1,185,118,198,192,191,139
GENE-707,NO,1,0,0,0,0,0,0
GENE-708,NO,1,12,10,12,8,6,5
GENE-709,NO,1,1,0,0,0,0,0
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,1,0,1,1,4,6
GENE-712,NO,1,120,172,142,144,123,152
GENE-713,NO,1,1998,1897,2090,1750,1991,1729
GENE-714,NO,1,0,0,0,0,1,1
GENE-715,NO,1,0,0,0,0,0,0
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,0,0,0,0,0,0
GENE-719,NO,1,26,40,29,51,54,44
GENE-720,NO,1,148,156,174,176,144,141
GENE-721,NO,1,13,16,7,15,13,3
GENE-722,NO,1,0,0,0,0,0,0
GENE-723,NO,1,155,54,53,79,134,101
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,75,145,91,125,76,122
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,YES,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,1,1,0,1,0,1
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,906,828,853,669,842,691
GENE-736,NO,1,0,0,0,0,0,1
GENE-737,NO,1,27,35,37,45,42,43
GENE-738,NO,1,0,0,0,0,0,0
GENE-739,NO,1,67,102,72,92,72,84
GENE-740,NO,1,0,0,0,0,0,0
GENE-741,NO,1,0,0,0,0,0,0
GENE-742,NO,1,0,0,1,3,0,0
GENE-744,NO,1,0,0,0,0,0,0
GENE-745,NO,1,0,0,0,0,0,0
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,0,0,0,0,0,0
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,YES,1,0,0,0,0,0,0
GENE-751,NO,1,0,0,0,0,0,0
GENE-752,NO,1,77,74,79,83,56,72
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,507,500,480,464,479,569
GENE-756,NO,1,0,0,0,0,0,0
GENE-757,NO,1,0,0,0,0,0,0
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,0,0,0,0,0,0
GENE-760,NO,1,1,0,0,0,0,2
GENE-761,NO,1,173,327,281,226,299,150
GENE-762,NO,1,0,0,0,0,0,0
GENE-763,NO,1,0,0,0,0,0,0
GENE-764,NO,1,0,0,0,0,0,1
GENE-765,NO,1,424,316,359,326,284,285
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,0,0,0,0,0,0
GENE-768,NO,1,0,0,0,0,0,0
GENE-769,NO,1,0,0,0,0,0,0
GENE-770,NO,1,0,0,0,1,0,1
GENE-771,NO,1,139,100,165,69,153,99
GENE-772,NO,1,149,124,169,150,92,145
GENE-773,NO,1,51,41,39,32,36,37
GENE-774,NO,1,117,92,115,100,134,104
GENE-775,NO,1,0,0,0,0,0,0
GENE-776,NO,1,4,11,9,6,13,21
GENE-777,NO,1,19,25,26,17,10,18
GENE-778,NO,1,0,0,0,0,0,0
GENE-779,NO,1,0,0,0,0,0,0
GENE-780,NO,1,0,0,0,0,0,0
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,NO,1,58,76,57,64,77,72
GENE-785,NO,1,0,0,0,0,0,0
GENE-786,NO,1,0,0,0,0,0,0
GENE-787,NO,1,271,266,289,319,323,283
GENE-788,NO,1,0,0,0,0,0,0
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,121,87,87,152,139,87
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,1244,1938,2737,2787,1055,1959
GENE-793,NO,1,1068,775,866,913,971,908
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,0,0,0,0
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,0,0,0,0,0,0
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,NO,1,0,0,0,0,0,0
GENE-801,NO,1,0,0,0,0,0,0
GENE-802,NO,1,0,0,0,0,0,0
GENE-803,NO,1,492,456,540,487,504,453
GENE-804,NO,1,114,123,89,111,113,96
GENE-805,NO,1,0,0,0,0,0,0
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,0,0,0,0,0,0
GENE-808,NO,1,0,0,0,0,0,0
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,1513,2068,1206,2169,1767,1491
GENE-811,NO,1,0,0,0,0,0,0
GENE-812,NO,1,11,7,10,10,3,9
GENE-813,NO,1,0,0,0,0,0,0
GENE-814,NO,1,895,735,877,815,941,698
GENE-815,NO,1,0,0,0,0,0,0
GENE-816,NO,1,589,619,562,375,493,506
GENE-817,NO,1,0,0,0,0,0,0
GENE-818,NO,1,1635,1850,1509,1394,1807,1757
GENE-819,NO,1,25,62,40,48,55,34
GENE-820,NO,1,12,7,9,6,13,12
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,NO,1,0,0,0,0,0,0
GENE-824,NO,1,221,160,243,254,242,196
GENE-825,NO,1,0,0,0,0,0,0
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,NO,1,0,0,0,0,0,0
GENE-828,NO,1,0,0,0,0,0,0
GENE-829,NO,1,1,1,5,1,0,0
GENE-830,NO,1,17,16,28,40,31,16
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,83,58,96,81,71,62
GENE-833,NO,1,9,7,15,6,7,6
GENE-834,NO,1,1265,1411,1130,1381,1350,1531
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,NO,1,0,0,0,0,0,0
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,YES,1,0,2,0,0,1,0
GENE-839,NO,1,219,166,307,207,314,264
GENE-840,NO,1,149,202,141,137,174,115
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,0,0,0,0,0,0
GENE-845,NO,1,0,0,0,0,0,0
GENE-846,NO,1,13,10,20,12,14,7
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,YES,1,0,0,0,0,0,0
GENE-850,NO,1,0,0,0,0,0,0
GENE-851,NO,1,0,0,0,0,0,0
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,0,0,0,0,0,0
GENE-855,NO,1,0,0,0,0,0,0
GENE-856,NO,1,0,0,1,0,1,0
GENE-858,NO,1,0,0,0,0,0,0
GENE-859,NO,1,0,0,0,0,0,0
GENE-860,NO,1,87,53,63,69,60,74
GENE-861,NO,1,6,5,3,8,1,5
GENE-862,NO,1,0,0,0,0,0,0
GENE-863,NO,1,1,2,1,1,3,0
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,NO,1,0,0,0,0,0,0
GENE-869,NO,1,1,5,3,5,3,4
GENE-870,NO,1,0,0,0,0,0,0
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,YES,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,1,0,0,0
GENE-874,NO,1,0,0,0,0,0,0
GENE-875,NO,1,13,8,25,10,22,7
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,0,0,0,4,0,1
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,5,3,8,3,6,4
GENE-881,NO,1,0,0,0,0,0,0
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,1,0,1,0,2,1
GENE-884,YES,1,0,0,0,0,0,0
GENE-885,NO,1,66,45,272,81,108,57
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,0,0,0,0,0,0
GENE-888,NO,1,1937,5571,3808,3788,3315,3988
GENE-889,NO,1,0,0,0,0,0,0
GENE-890,NO,1,0,0,0,0,0,0
GENE-891,NO,1,0,0,0,0,0,0
GENE-892,NO,1,7,8,10,10,5,11
GENE-893,NO,1,0,0,0,0,0,0
GENE-894,NO,1,6,4,15,6,3,4
GENE-895,NO,1,780,760,782,786,768,732
GENE-896,NO,1,0,0,0,0,0,0
GENE-897,NO,1,0,0,0,0,0,0
GENE-898,NO,1,71,40,59,49,49,48
GENE-899,YES,1,0,0,0,0,0,0
GENE-900,NO,1,897,905,716,871,766,900
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,0,0,0,0,0,0
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,0,0,1,0,0,0
GENE-908,NO,1,22,24,17,14,23,23
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,0,0,0,0,0,0
GENE-911,NO,1,1,3,0,0,0,0
GENE-912,NO,1,0,0,0,0,0,0
GENE-913,NO,1,210,209,252,165,244,212
GENE-914,NO,1,0,0,0,0,0,0
GENE-916,NO,1,0,0,0,0,0,0
GENE-917,NO,1,0,0,0,0,0,0
GENE-918,NO,1,1,2,1,0,2,1
GENE-919,NO,1,11,7,5,6,2,6
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,0,0,0,0,0
GENE-923,NO,1,0,0,0,0,0,0
GENE-924,NO,1,59,45,47,36,48,44
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,NO,1,0,0,0,0,0,0
GENE-927,NO,1,75,69,54,70,77,91
GENE-928,NO,1,0,0,0,0,0,0
GENE-929,NO,1,0,0,0,0,0,0
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,411,336,427,424,397,391
GENE-932,NO,1,13707,13827,11672,15027,13097,12775
GENE-933,NO,1,75,61,62,63,57,75
GENE-934,NO,1,0,0,0,0,0,0
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,124,87,110,89,106,89
GENE-937,NO,1,15,16,28,13,16,16
GENE-938,NO,1,0,0,0,0,0,0
GENE-939,NO,1,0,0,0,0,0,0
GENE-940,NO,1,0,0,0,0,0,0
GENE-941,NO,1,203,80,65,207,104,33
GENE-942,NO,1,12,18,12,22,19,27
GENE-943,NO,1,0,2,0,0,0,2
GENE-944,NO,1,0,0,0,0,0,0
GENE-945,NO,1,0,0,0,0,0,0
GENE-946,NO,1,0,0,0,0,0,0
GENE-947,NO,1,50,45,51,34,38,53
GENE-948,NO,1,1,0,2,0,0,1
GENE-949,NO,1,6,18,8,8,8,10
GENE-950,NO,1,1424,1400,1183,1211,1271,1369
